,article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
38044,656213003,656213,Emma Body,283,Underwear body,Underwear,1010021,Lace,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Body in lace and mesh with a deep V-neck at the front, narrow adjustable shoulder straps that cross at the back, a lined gusset and string back."
38054,656345001,656345,Atlanta Bralette Valencia,306,Bra,Underwear,1010021,Lace,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up lace bralette with underwired, moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps, a lace trim at the hem and a wide hook-and-eye fastening."
38057,656367001,656367,Juno dress,265,Dress,Garment Full body,1010016,Solid,10,White,3,Light,9,White,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,"Short dress in an airy cotton weave with frills and a lace trim at the top of the front and an opening with a button at the back of the neck. Short, flounced sleeves, an elasticated seam at the waist and a gently flared skirt with a wide flounce at the hem. Partly lined."
38061,656377002,656377,Andrea stripe dress,265,Dress,Garment Full body,1010001,All over pattern,10,White,3,Light,9,White,1343,Projects Dresses,D,Divided,2,Divided,50,Divided Projects,1013,Dresses Ladies,"Short dress in a soft, patterned viscose weave with a V-neck with lacing. Frill trim over the shoulders, short sleeves with frill trims and a seam at the hem with a wide flounce. Unlined."
38064,656388001,656388,Kalas puffer,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Padded jacket in woven fabric with a stand-up collar, zip down the front, side pockets, elasticated cuffs and a drawstring at the hem. Lined. Polyester filling."
38068,656401001,656401,PASTRY SWEATER,252,Sweater,Garment Upper body,1010026,Other structure,10,White,3,Light,9,White,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,"Jumper in soft, textured-knit cotton with long raglan sleeves and ribbing around the neckline, cuffs and hem."
38070,656401005,656401,PASTRY SWEATER,252,Sweater,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,"Jumper in soft, textured-knit cotton with long raglan sleeves and ribbing around the neckline, cuffs and hem."
38103,656497004,656497,CASSIM ROLLNECK,252,Sweater,Garment Upper body,1010010,Melange,17,Yellowish Brown,2,Medium Dusty,13,Brown,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,"Jumper in soft, fine-knit cotton with a ribbed polo neck, long sleeves and ribbing at the cuffs and hem."
38109,656539001,656539,Lex tank top,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,Jersey vest top in a linen and viscose blend with a deep neckline at the back.
38132,656649003,656649,APOLLO seamless tights,273,Leggings/Tights,Garment Lower body,1010016,Solid,63,Dark Purple,4,Dark,6,Lilac Purple,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with an elasticated waist and jacquard-patterned details. The tights are designed with the minimum number of seams for a more comfortable fit and increased mobility.
38135,656649007,656649,APOLLO seamless tights,273,Leggings/Tights,Garment Lower body,1010010,Melange,6,Light Grey,1,Dusty Light,-1,Unknown,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with an elasticated waist and jacquard-patterned details. The tights are designed with the minimum number of seams for a more comfortable fit and increased mobility.
38140,656661001,656661,Ned wind jacket,262,Jacket,Garment Upper body,1010013,Other pattern,9,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Jacket in woven fabric with a print motif on the back, drawstring hood and press-studs down the front. Long raglan sleeves with elasticated cuffs, side pockets, and a drawstring hem. Unlined."
38165,656686001,656686,Gary,263,Coat,Garment Upper body,1010016,Solid,14,Dark Beige,2,Medium Dusty,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Double-breasted coat in an Italian wool blend with notch lapels, buttons at the front, welt side pockets, one inner pocket and a single back vent. Lined. The wool content of the coat is recycled."
38166,656686002,656686,Gary,263,Coat,Garment Upper body,1010016,Solid,8,Dark Grey,4,Dark,12,Grey,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor,"Double-breasted coat in an Italian wool blend with notch lapels, buttons at the front, welt side pockets, one inner pocket and a single back vent. Lined. The wool content of the coat is recycled."
38170,656719003,656719,Serpente HW slim trouser,272,Trousers,Garment Lower body,1010004,Check,83,Dark Turquoise,4,Dark,19,Green,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Tailored trousers in a stretch weave with two press-studs at the waist and a zip fly. Zipped front pockets, fake welt back pockets and slim, straight legs."
38172,656719005,656719,Serpente HW slim trouser,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Tailored trousers in a stretch weave with two press-studs at the waist and a zip fly. Zipped front pockets, fake welt back pockets and slim, straight legs."
38179,656734005,656734,Dahlia RW wide full length,272,Trousers,Garment Lower body,1010004,Check,13,Beige,2,Medium Dusty,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in pattern-weave fabric with a regular waist, zip fly, side pockets, fake welt back pockets and wide legs with creases."
38186,656763001,656763,Kajsa HW,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in woven fabric with a high, elasticated paper bag waist and detachable tie belt. Side pockets, fly with a concealed zip, and short, wide legs."
38189,656763005,656763,Kajsa (1),274,Shorts,Garment Lower body,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in woven fabric with a high, elasticated paper bag waist and detachable tie belt. Side pockets, fly with a concealed zip, and short, wide legs."
38222,656975002,656975,ED James Biker,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1929,Outwear,A,Ladieswear,1,Ladieswear,2,H&M+,1007,Outdoor,Biker jacket in imitation leather with a diagonal zip down the front and notch lapels with decorative press-studs. Zipped side pockets and long sleeves with a zip at the cuffs. Lined.
38231,657014001,657014,SERENA 3-P tanktop,307,Kids Underwear top,Underwear,1010016,Solid,10,White,3,Light,9,White,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Tops in soft cotton jersey with narrow shoulder straps.
38249,657063001,657063,Sunrise denim,274,Shorts,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"5-pocket shorts in washed stretch denim with a high waist, zip fly and sewn-in turn-ups at the hems."
38256,657116001,657116,DRAMA hoodie,308,Hoodie,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Jacket in fast-drying functional fabric with a drawstring hood, zip down the front and pockets in the side seams. Dropped shoulders and long sleeves with gathered seams and ribbed cuffs. Soft brushed inside."
38257,657116003,657116,DRAMA hoodie,308,Hoodie,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Jacket in fast-drying functional fabric with a drawstring hood, zip down the front and pockets in the side seams. Dropped shoulders and long sleeves with gathered seams and ribbed cuffs. Soft brushed inside."
38263,657128001,657128,Paleo,95,Wedge,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Wedge-heel ankle boots in imitation suede with a zip in one side. Satin linings, imitation leather insoles and rubber soles. Heel 8 cm."
38267,657135001,657135,Ronda sockshaft,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Ankle boots in imitation suede with covered heels and a soft shaft with a zip on the inside. Fabric linings, imitation leather insoles and rubber soles. Heel 5.5 cm."
38274,657159002,657159,OL ALFONS PQ Espadrille,144,Flat shoe,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Espadrilles with a moccasin seam and tab at the front and a jute trim around the soles. Twill linings, leather insoles and rubber soles."
38276,657165001,657165,TUXEDO pant,273,Leggings/Tights,Garment Lower body,1010004,Check,9,Black,4,Dark,5,Black,8716,Young Girl Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1005,Jersey Fancy,Leggings in sturdy jersey with an elasticated waist.
38312,657195001,657195,Barcia,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Ankle boots in imitation leather with a zip in one side and loop at the back. Satin linings, imitation leather insoles and chunky rubber soles. Heel 9 cm."
38316,657203001,657203,Cartaya,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Block-heeled ankle boots in imitation leather and imitation suede with a zip in one side and decorative straps with a metal buckle. Satin linings, imitation leather insoles and rubber soles. Heel 8 cm."
38323,657215002,657215,MIRANDA shorttop,307,Kids Underwear top,Underwear,1010016,Solid,51,Light Pink,3,Light,4,Pink,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Top in soft cotton jersey with decorative buttons at the front and an elasticated hem.
38326,657220001,657220,Malaga,87,Boots,Shoes,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Imitation leather boots with rounded toes, covered heels and a high shaft with a zip in one side. Satin linings, imitation leather insoles and rubber soles. Heel 9 cm."
38362,657285001,657285,Finn twist CF,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Shorter top in soft sweatshirt fabric with a decorative tie detail at the front, dropped shoulders and ribbing around the neckline and cuffs. Soft brushed inside."
38363,657285002,657285,Finn twist CF,252,Sweater,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Shorter top in soft sweatshirt fabric with a decorative tie detail at the front, dropped shoulders and ribbing around the neckline and cuffs. Soft brushed inside."
38364,657285005,657285,Finn twist CF,252,Sweater,Garment Upper body,1010016,Solid,42,Red,7,Medium,18,Red,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Shorter top in soft sweatshirt fabric with a decorative tie detail at the front, dropped shoulders and ribbing around the neckline and cuffs. Soft brushed inside."
38365,657287001,657287,Dawn padded Tshirt,306,Bra,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","T-shirt bra in jersey with underwired, moulded, padded cups that provide good support. Adjustable shoulder straps and a fastening at the back. The polyamide content of the bra is recycled."
38366,657287002,657287,Dawn padded Tshirt,306,Bra,Underwear,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","T-shirt bra in jersey with underwired, moulded, padded cups that provide good support. Adjustable shoulder straps and a fastening at the back. The polyamide content of the bra is recycled."
38368,657287004,657287,Dawn padded Tshirt,306,Bra,Underwear,1010016,Solid,53,Dark Pink,4,Dark,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","T-shirt bra in jersey with underwired, moulded, padded cups that provide good support. Adjustable shoulder straps and a fastening at the back. The polyamide content of the bra is recycled."
38369,657287005,657287,Dawn padded Tshirt,306,Bra,Underwear,1010016,Solid,73,Dark Blue,4,Dark,7,Turquoise,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","T-shirt bra in jersey with underwired, moulded, padded cups that provide good support. Adjustable shoulder straps and a fastening at the back. The polyamide content of the bra is recycled."
38373,657291001,657291,Dawn magnolia thong,286,Underwear bottom,Underwear,1010016,Solid,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in microfibre and mesh with a low waist, decorative straps at the top, a lined gusset, narrow sides and string back. The briefs are made partly from recycled polyamide."
38375,657291003,657291,Dawn magnolia thong,286,Underwear bottom,Underwear,1010001,All over pattern,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in microfibre and mesh with a low waist, decorative straps at the top, a lined gusset, narrow sides and string back. The briefs are made partly from recycled polyamide."
38377,657291005,657291,Dawn magnolia thong,286,Underwear bottom,Underwear,1010016,Solid,73,Dark Blue,4,Dark,7,Turquoise,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in microfibre and mesh with a low waist, decorative straps at the top, a lined gusset, narrow sides and string back. The briefs are made partly from recycled polyamide."
38382,657308002,657308,Lattice Dress,265,Dress,Garment Full body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Calf-length dress in a cotton weave with broderie anglaise. V-neck front and back, short, flounced sleeves and a concealed zip in one side. Gathered seam at the waist and a gently flared skirt with a wide flounce at the hem. Lined."
38398,657395001,657395,Era,258,Blouse,Garment Upper body,1010007,Embroidery,10,White,3,Light,9,White,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in an airy weave with a round neckline with an opening and concealed button at the back of the neck, and 3/4-length, trumpet sleeves."
38399,657395002,657395,Era,258,Blouse,Garment Upper body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in an airy weave with a round neckline with an opening and concealed button at the back of the neck, and 3/4-length, trumpet sleeves."
38405,657415001,657415,Dottie,258,Blouse,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in an airy, patterned weave with a small stand-up collar, V-neck, button placket and chest pocket. Gathered yoke at the back, gathered shoulder seams, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
38406,657415002,657415,Dottie,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in an airy, patterned weave with a small stand-up collar, V-neck, button placket and chest pocket. Gathered yoke at the back, gathered shoulder seams, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
38410,657415006,657415,Dottie,258,Blouse,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in an airy, patterned weave with a small stand-up collar, V-neck, button placket and chest pocket. Gathered yoke at the back, gathered shoulder seams, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
38411,657428001,657428,Penny 2-in-one,252,Sweater,Garment Upper body,1010001,All over pattern,22,Yellow,7,Medium,8,Yellow,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Jumper in a cotton knit with a rounded, woven collar, opening and button at the back of the neck and narrow ribbing at the cuffs and hem. The jumper has a gently rounded longer layer in a cotton weave at the hem."
38413,657434001,657434,3P LS PJ TVP,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,7,Grey,1,Dusty Light,12,Grey,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft jersey with long sleeves, and press-studs down the front and along one leg. The cotton content of the pyjamas is organic."
38425,657476001,657476,London 9.99,255,T-shirt,Garment Upper body,1010014,Placement print,42,Red,7,Medium,18,Red,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,T-shirt in soft cotton jersey.
38426,657476002,657476,London 9.99,255,T-shirt,Garment Upper body,1010014,Placement print,73,Dark Blue,4,Dark,2,Blue,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,T-shirt in soft cotton jersey.
38427,657476005,657476,London 9.99,255,T-shirt,Garment Upper body,1010014,Placement print,6,Light Grey,1,Dusty Light,12,Grey,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,T-shirt in soft cotton jersey.
38429,657476008,657476,London 9.99,255,T-shirt,Garment Upper body,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,T-shirt in soft cotton jersey.
38434,657497001,657497,Bellini price CF,252,Sweater,Garment Upper body,1010014,Placement print,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Shorter top in soft sweatshirt fabric with long sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside."
38435,657497002,657497,Bellini price CF,252,Sweater,Garment Upper body,1010014,Placement print,51,Light Pink,3,Light,4,Pink,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Shorter top in soft sweatshirt fabric with long sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside."
38437,657497006,657497,Bellini price CF,252,Sweater,Garment Upper body,1010014,Placement print,22,Yellow,7,Medium,8,Yellow,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Shorter top in soft sweatshirt fabric with long sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside."
38438,657497007,657497,Bellini price CF,252,Sweater,Garment Upper body,1010014,Placement print,10,White,3,Light,9,White,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Shorter top in soft sweatshirt fabric with long sleeves and ribbing around the neckline, cuffs and hem. Soft brushed inside."
38453,657628001,657628,svart,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,2031,Woven bottoms,A,Ladieswear,1,Ladieswear,8,Mama,1009,Trousers,"Biker treggings in stretch twill made from a cotton and viscose blend with a fake fly, fake front pockets, real back pockets and decorative seams at the knees. Wide ribbing at the waist for optimum comfort."
38454,657639001,657639,MC Florida skirt,272,Trousers,Garment Lower body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1939,Woven bottoms,A,Ladieswear,1,Ladieswear,2,H&M+,1009,Trousers,Calf-length skirt in a pleated weave with an elasticated waist. Unlined.
38493,657759002,657759,Grayham set,270,Garment Set,Garment Full body,1010005,Colour blocking,11,Off White,1,Dusty Light,9,White,6545,Baby Boy Jersey Fancy,G,Baby Sizes 50-98,4,Baby/Children,41,Baby Boy,1005,Jersey Fancy,"Set with a top, pair of leggings and hat in soft cotton. Long-sleeved top in lightweight sweatshirt fabric with low dropped shoulders, a press-stud on one shoulder and ribbing around the neckline, cuffs and hem. Leggings in soft jersey with an elasticated waist and ribbed hems. Hat in double-layered jersey."
38515,657852007,657852,BISCUIT,252,Sweater,Garment Upper body,1010010,Melange,93,Dark Green,4,Dark,19,Green,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,"Long-sleeved jumper in a soft, fine knit with ribbing around the neckline, cuffs and hem."
38525,657891002,657891,Teddy Fancy Runner SG,94,Sneakers,Shoes,1010009,Glittering/Metallic,51,Light Pink,1,Dusty Light,4,Pink,4311,Kids Girl Shoes,J,"Children Accessories, Swimwear",4,Baby/Children,42,Kids & Baby Shoes,1020,Shoes,Mesh trainers with imitation leather details and glittery sections. Elasticated lacing and a hook and loop fastening at the front and a loop at the back. Mesh linings and insoles and rubber soles.
38537,657925004,657925,Conny,252,Sweater,Garment Upper body,1010017,Stripe,11,Off White,1,Dusty Light,9,White,1646,Knitwear Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1003,Knitwear,"Wide jumper in a soft, rib-knit cotton blend with a V-neck, gently dropped shoulders, long sleeves and slits in the sides. Slightly longer at the back."
38538,657933001,657933,Rain wide cropped,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Trousers in a patterned viscose weave with an elasticated waist, side pockets and straight, wide, slightly shorter legs."
38545,657955001,657955,Dixie parka TW,308,Hoodie,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Short jacket in woven fabric with a jersey-lined drawstring hood and zip with a wind flap and press-studs down the front. Raglan sleeves with elasticated cuffs, side pockets with a press-stud, and a drawstring hem. Jersey lining."
38548,657955005,657955,Dixie parka TW,308,Hoodie,Garment Upper body,1010005,Colour blocking,42,Red,5,Bright,18,Red,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Short jacket in woven fabric with a jersey-lined drawstring hood and zip with a wind flap and press-studs down the front. Raglan sleeves with elasticated cuffs, side pockets with a press-stud, and a drawstring hem. Jersey lining."
38549,657970001,657970,Moss biker PU,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Biker jacket in soft imitation leather with a collar, decorative press-studs and a diagonal zip down the front. Zipped side pockets and long sleeves with a zip at the cuffs. Lined."
38554,658013001,658013,Honey Boo Boo,89,Other shoe,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Mules in imitation leather with block heels. Satin linings, imitation leather insoles and rubber soles. Heel 6.5 cm."
38557,658030001,658030,Push Up Jegging L.W,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,19,Green,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeggings in washed, stretch denim with a low waist, zip fly and button, and skinny legs. Push up – denim with a superstretch function that showcases the body’s physique."
38558,658030002,658030,Push Up Jegging L.W,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeggings in washed, stretch denim with a low waist, zip fly and button, and skinny legs. Push up – denim with a superstretch function that showcases the body’s physique."
38559,658030005,658030,Push Up Jegging L.W,272,Trousers,Garment Lower body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeggings in washed, stretch denim with a low waist, zip fly and button, and skinny legs. Push up – denim with a superstretch function that showcases the body’s physique."
38560,658030006,658030,Push Up Jegging L.W,272,Trousers,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"5-pocket jeggings in washed, stretch denim with a low waist, zip fly and button, and skinny legs. Push up – denim with a superstretch function that showcases the body’s physique."
38569,658036001,658036,Anki Padded,298,Bikini top,Swimwear,1010021,Lace,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Bikini top with underwired, moulded, lightly padded cups, a bow at the front, ties at the back of the neck and metal fastener at the back."
38584,658119001,658119,Liatris,265,Dress,Garment Full body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1310,Dress,A,Ladieswear,1,Ladieswear,6,Womens Casual,1013,Dresses Ladies,"Long off-the-shoulder dress in a patterned, crinkled viscose weave with an elasticated top, short sleeves and an elasticated seam at the waist. Unlined."
38595,658183001,658183,BOOGIE hooded tee,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Wide sports top in fast-drying functional fabric with mesh sections, a hood, short cap sleeves and a drawstring at the hem."
38596,658183002,658183,BOOGIE hooded tee,255,T-shirt,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Wide sports top in fast-drying functional fabric with mesh sections, a hood, short cap sleeves and a drawstring at the hem."
38605,658240001,658240,LOGG Hippie,254,Top,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Fitted Henley top in soft, organic jersey made from a cotton blend. Deep neckline, button placket, long sleeves and a rounded hem."
38607,658254006,658254,Ruby wide cropped,272,Trousers,Garment Lower body,1010004,Check,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length, pattern-weave trousers with a high waist, zip fly and concealed hook-and-eye fasteners. Side pockets and straight, wide legs with creases."
38612,658295002,658295,Quick Fix Jaquard,258,Blouse,Garment Upper body,1010022,Jacquard,92,Green,2,Medium Dusty,19,Green,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Jacquard weave top with narrow shoulder straps, a V-neck front and back, and decorative straps at the back."
38613,658298001,658298,Skirt Mini,275,Skirt,Garment Lower body,1010023,Denim,9,Black,4,Dark,5,Black,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"5-pocket skirt in washed denim with a high waist, button fly and frayed, raw-edge hem."
